,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
822,1605007,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL196306,=,nM,500.0,CHEMBL251,Homo sapiens,Ki,nM,500.0
823,1605009,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL196375,=,nM,300.0,CHEMBL251,Homo sapiens,Ki,nM,300.0
824,1605011,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL196375,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
825,1605013,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL197030,=,nM,6780.0,CHEMBL251,Homo sapiens,Ki,nM,6780.0
826,1605017,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194539,=,nM,67.0,CHEMBL251,Homo sapiens,Ki,nM,67.0
827,1605026,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL370883,=,nM,3543.0,CHEMBL251,Homo sapiens,Ki,nM,3543.0
828,1605028,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL193766,=,nM,1169.0,CHEMBL251,Homo sapiens,Ki,nM,1169.0
829,1605036,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194452,=,nM,57.0,CHEMBL251,Homo sapiens,Ki,nM,57.0
830,1610958,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL194728,=,nM,46.3,CHEMBL251,Homo sapiens,Ki,nM,46.3
831,1610962,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL194290,=,nM,70.4,CHEMBL251,Homo sapiens,Ki,nM,70.4
832,1610967,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL197669,=,nM,6.6,CHEMBL251,Homo sapiens,Ki,nM,6.6
833,1611011,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL196258,=,nM,3.3,CHEMBL251,Homo sapiens,Ki,nM,3.3
834,1611055,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL196259,=,nM,4.7,CHEMBL251,Homo sapiens,Ki,nM,4.7
835,1611060,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL195001,=,nM,481.3,CHEMBL251,Homo sapiens,Ki,nM,481.3
836,1611064,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL198942,=,nM,83.7,CHEMBL251,Homo sapiens,Ki,nM,83.7
837,1611069,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL198200,=,nM,51.6,CHEMBL251,Homo sapiens,Ki,nM,51.6
838,1611074,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL197682,=,nM,120.0,CHEMBL251,Homo sapiens,Ki,nM,120.0
839,1611079,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL1204225,=,nM,51.3,CHEMBL251,Homo sapiens,Ki,nM,51.3
840,1611083,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL113142,=,nM,0.1,CHEMBL251,Homo sapiens,Ki,nM,0.1
841,1611087,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL68500,=,nM,935.0,CHEMBL251,Homo sapiens,Ki,nM,935.0
842,1611093,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL183,=,nM,56.0,CHEMBL251,Homo sapiens,Ki,nM,56.0
843,1611097,CHEMBL883651,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,CHEMBL431770,=,nM,2.2,CHEMBL251,Homo sapiens,Ki,nM,2.2
844,1652624,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL316824,=,nM,5160.0,CHEMBL251,Homo sapiens,Ki,nM,5160.0
845,1652631,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL94830,=,nM,6530.0,CHEMBL251,Homo sapiens,Ki,nM,6530.0
846,1652652,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL330399,=,nM,4750.0,CHEMBL251,Homo sapiens,Ki,nM,4750.0
847,1652679,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL200835,=,nM,161.0,CHEMBL251,Homo sapiens,Ki,nM,161.0
848,1652689,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL190,=,nM,21000.0,CHEMBL251,Homo sapiens,Ki,nM,21000.0
849,1652692,CHEMBL860042,Displacement of [3H]NECA from cloned human adenosine A2A receptor expressed in CHO cells,B,CHEMBL190,=,nM,7900.0,CHEMBL251,Homo sapiens,Ki,nM,7900.0
850,1652696,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL183,=,nM,337.0,CHEMBL251,Homo sapiens,Ki,nM,337.0
851,1652699,CHEMBL860042,Displacement of [3H]NECA from cloned human adenosine A2A receptor expressed in CHO cells,B,CHEMBL183,=,nM,260.0,CHEMBL251,Homo sapiens,Ki,nM,260.0
852,1652703,CHEMBL861067,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,CHEMBL8966,=,nM,4900.0,CHEMBL251,Homo sapiens,Ki,nM,4900.0
853,1652787,CHEMBL860162,Displacement of [3H]R-PIA or [3H]CGS 21680 from human adenosine A2A receptor in CHO cells,B,CHEMBL2112177,=,nM,6420.0,CHEMBL251,Homo sapiens,Ki,nM,6420.0
854,1652793,CHEMBL860162,Displacement of [3H]R-PIA or [3H]CGS 21680 from human adenosine A2A receptor in CHO cells,B,CHEMBL573937,=,nM,3250.0,CHEMBL251,Homo sapiens,Ki,nM,3250.0
855,1652808,CHEMBL860162,Displacement of [3H]R-PIA or [3H]CGS 21680 from human adenosine A2A receptor in CHO cells,B,CHEMBL68738,=,nM,462.0,CHEMBL251,Homo sapiens,Ki,nM,462.0
856,1652813,CHEMBL860162,Displacement of [3H]R-PIA or [3H]CGS 21680 from human adenosine A2A receptor in CHO cells,B,CHEMBL284969,=,nM,2270.0,CHEMBL251,Homo sapiens,Ki,nM,2270.0
857,1653055,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL200636,=,nM,561.0,CHEMBL251,Homo sapiens,Ki,nM,561.0
858,1653067,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL372580,=,nM,329.0,CHEMBL251,Homo sapiens,Ki,nM,329.0
859,1653070,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL198461,=,nM,720.0,CHEMBL251,Homo sapiens,Ki,nM,720.0
860,1653082,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL198779,=,nM,833.0,CHEMBL251,Homo sapiens,Ki,nM,833.0
861,1653088,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL198054,=,nM,3000.0,CHEMBL251,Homo sapiens,Ki,nM,3000.0
862,1653091,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL198008,=,nM,3440.0,CHEMBL251,Homo sapiens,Ki,nM,3440.0
863,1653124,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL183,=,nM,337.0,CHEMBL251,Homo sapiens,Ki,nM,337.0
864,1653127,CHEMBL860280,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL464859,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
865,1665320,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200780,=,nM,1500.0,CHEMBL251,Homo sapiens,Ki,nM,1500.0
866,1665396,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200451,=,nM,1700.0,CHEMBL251,Homo sapiens,Ki,nM,1700.0
867,1665397,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL427016,=,nM,1200.0,CHEMBL251,Homo sapiens,Ki,nM,1200.0
868,1665398,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200154,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki,nM,2700.0
869,1665399,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL252245,=,nM,420.0,CHEMBL251,Homo sapiens,Ki,nM,420.0
870,1665400,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL372951,=,nM,3400.0,CHEMBL251,Homo sapiens,Ki,nM,3400.0
871,1665409,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL199732,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki,nM,2500.0
872,1665410,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL252045,=,nM,1800.0,CHEMBL251,Homo sapiens,Ki,nM,1800.0
873,1665412,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200349,=,nM,3000.0,CHEMBL251,Homo sapiens,Ki,nM,3000.0
874,1665415,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200278,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki,nM,1600.0
875,1665421,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL372084,=,nM,1800.0,CHEMBL251,Homo sapiens,Ki,nM,1800.0
876,1665422,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200779,=,nM,1100.0,CHEMBL251,Homo sapiens,Ki,nM,1100.0
877,1665423,CHEMBL871363,Displacement of [3H]ZM-241385 from Adenosine A2A receptor expressed in HEK cells,B,CHEMBL200370,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki,nM,2500.0
878,1668811,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL203357,=,nM,158.0,CHEMBL251,Homo sapiens,Ki,nM,158.0
879,1668823,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL199877,=,nM,2770.0,CHEMBL251,Homo sapiens,Ki,nM,2770.0
880,1668859,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200184,=,nM,4890.0,CHEMBL251,Homo sapiens,Ki,nM,4890.0
881,1668863,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200705,=,nM,604.0,CHEMBL251,Homo sapiens,Ki,nM,604.0
882,1668867,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL381868,=,nM,325.0,CHEMBL251,Homo sapiens,Ki,nM,325.0
883,1668879,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL381408,=,nM,921.0,CHEMBL251,Homo sapiens,Ki,nM,921.0
884,1668883,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL202189,=,nM,149.0,CHEMBL251,Homo sapiens,Ki,nM,149.0
885,1668887,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200732,=,nM,223.0,CHEMBL251,Homo sapiens,Ki,nM,223.0
886,1668891,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200854,=,nM,292.0,CHEMBL251,Homo sapiens,Ki,nM,292.0
887,1668899,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL370446,=,nM,326.0,CHEMBL251,Homo sapiens,Ki,nM,326.0
888,1668903,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200279,=,nM,2220.0,CHEMBL251,Homo sapiens,Ki,nM,2220.0
889,1668907,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200407,=,nM,549.0,CHEMBL251,Homo sapiens,Ki,nM,549.0
890,1668939,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL370187,=,nM,1320.0,CHEMBL251,Homo sapiens,Ki,nM,1320.0
891,1668943,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200099,=,nM,429.0,CHEMBL251,Homo sapiens,Ki,nM,429.0
892,1668951,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL200072,=,nM,202.0,CHEMBL251,Homo sapiens,Ki,nM,202.0
893,1668955,CHEMBL863396,Displacement of [3H]CGS-21680 from human adenosine A2A receptor transfected in HEK293 cells,B,CHEMBL199541,=,nM,3890.0,CHEMBL251,Homo sapiens,Ki,nM,3890.0
894,1686791,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL204753,=,nM,410.0,CHEMBL251,Homo sapiens,Ki,nM,410.0
895,1686814,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL203506,=,nM,920.0,CHEMBL251,Homo sapiens,Ki,nM,920.0
896,1686815,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL262987,=,nM,810.0,CHEMBL251,Homo sapiens,Ki,nM,810.0
897,1686816,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL203054,=,nM,60.0,CHEMBL251,Homo sapiens,Ki,nM,60.0
898,1686817,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL381123,=,nM,400.0,CHEMBL251,Homo sapiens,Ki,nM,400.0
899,1686818,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL382665,=,nM,350.0,CHEMBL251,Homo sapiens,Ki,nM,350.0
900,1686819,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL203998,=,nM,110.0,CHEMBL251,Homo sapiens,Ki,nM,110.0
901,1686820,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL203060,=,nM,75.0,CHEMBL251,Homo sapiens,Ki,nM,75.0
902,1686821,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL382357,=,nM,153.0,CHEMBL251,Homo sapiens,Ki,nM,153.0
903,1686822,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL383689,=,nM,64.0,CHEMBL251,Homo sapiens,Ki,nM,64.0
904,1686823,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL203660,=,nM,42.0,CHEMBL251,Homo sapiens,Ki,nM,42.0
905,1686824,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL204128,=,nM,282.0,CHEMBL251,Homo sapiens,Ki,nM,282.0
906,1686825,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL534936,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
907,1686826,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL383714,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
908,1686827,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL534489,=,nM,155.0,CHEMBL251,Homo sapiens,Ki,nM,155.0
909,1686828,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL203797,=,nM,125.0,CHEMBL251,Homo sapiens,Ki,nM,125.0
910,1686829,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL118923,=,nM,110.0,CHEMBL251,Homo sapiens,Ki,nM,110.0
911,1686830,CHEMBL862544,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL332091,=,nM,65.0,CHEMBL251,Homo sapiens,Ki,nM,65.0
912,1709882,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205225,=,nM,4963.0,CHEMBL251,Homo sapiens,Ki,nM,4963.0
913,1709883,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL119709,=,nM,510.0,CHEMBL251,Homo sapiens,Ki,nM,510.0
914,1709884,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL464859,=,nM,124.0,CHEMBL251,Homo sapiens,Ki,nM,124.0
915,1709885,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL207408,=,nM,1955.0,CHEMBL251,Homo sapiens,Ki,nM,1955.0
916,1709886,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL383643,=,nM,143.0,CHEMBL251,Homo sapiens,Ki,nM,143.0
917,1709887,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205946,=,nM,3783.0,CHEMBL251,Homo sapiens,Ki,nM,3783.0
918,1709888,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL381972,=,nM,401.0,CHEMBL251,Homo sapiens,Ki,nM,401.0
919,1709889,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205850,=,nM,371.0,CHEMBL251,Homo sapiens,Ki,nM,371.0
920,1709890,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL378810,=,nM,711.0,CHEMBL251,Homo sapiens,Ki,nM,711.0
921,1709891,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL383836,=,nM,207.0,CHEMBL251,Homo sapiens,Ki,nM,207.0
922,1709892,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205327,=,nM,497.0,CHEMBL251,Homo sapiens,Ki,nM,497.0
923,1709893,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL204527,=,nM,129.0,CHEMBL251,Homo sapiens,Ki,nM,129.0
924,1709894,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL204526,=,nM,59.3,CHEMBL251,Homo sapiens,Ki,nM,59.3
925,1709895,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL208160,=,nM,152.0,CHEMBL251,Homo sapiens,Ki,nM,152.0
926,1709896,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL376968,=,nM,467.0,CHEMBL251,Homo sapiens,Ki,nM,467.0
927,1709897,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL208238,=,nM,680.0,CHEMBL251,Homo sapiens,Ki,nM,680.0
928,1709898,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL381108,=,nM,785.0,CHEMBL251,Homo sapiens,Ki,nM,785.0
929,1709899,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205226,=,nM,2130.0,CHEMBL251,Homo sapiens,Ki,nM,2130.0
930,1709900,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL382141,=,nM,2433.0,CHEMBL251,Homo sapiens,Ki,nM,2433.0
931,1709901,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL208264,=,nM,642.0,CHEMBL251,Homo sapiens,Ki,nM,642.0
932,1709902,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL204366,=,nM,1107.0,CHEMBL251,Homo sapiens,Ki,nM,1107.0
933,1709903,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL208311,=,nM,321.0,CHEMBL251,Homo sapiens,Ki,nM,321.0
934,1709904,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL439335,=,nM,645.0,CHEMBL251,Homo sapiens,Ki,nM,645.0
935,1709905,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL378367,=,nM,7350.0,CHEMBL251,Homo sapiens,Ki,nM,7350.0
936,1709906,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205531,=,nM,344.0,CHEMBL251,Homo sapiens,Ki,nM,344.0
937,1709907,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205768,=,nM,935.0,CHEMBL251,Homo sapiens,Ki,nM,935.0
938,1709908,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL206090,=,nM,6707.0,CHEMBL251,Homo sapiens,Ki,nM,6707.0
939,1709909,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL205788,=,nM,571.0,CHEMBL251,Homo sapiens,Ki,nM,571.0
940,1709910,CHEMBL861496,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,CHEMBL204634,=,nM,543.0,CHEMBL251,Homo sapiens,Ki,nM,543.0
941,1712879,CHEMBL866936,Displacement of [3H]ZM 241385 from human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL381729,=,nM,53.0,CHEMBL251,Homo sapiens,Ki,nM,53.0
942,1712880,CHEMBL866936,Displacement of [3H]ZM 241385 from human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL207529,=,nM,118.0,CHEMBL251,Homo sapiens,Ki,nM,118.0
